"No.","Time","Source","Destination","Protocol","Length","Info"
"2539","32.964753","172.27.131.52","180.149.145.241","TLSv1.2","1455","Application Data"
"2543","33.088759","172.27.131.52","180.149.145.241","TCP","54","64181  >  443 [ACK] Seq=95200 Ack=42395 Win=256 Len=0"
"2544","33.097525","172.27.131.52","180.149.145.241","TCP","54","64177  >  443 [ACK] Seq=181292 Ack=81121 Win=258 Len=0"
"2545","33.121242","172.27.131.52","180.149.145.241","TCP","1506","64177  >  443 [ACK] Seq=181292 Ack=81121 Win=258 Len=1452 [TCP segment of a reassembled PDU]"
"2546","33.121244","172.27.131.52","180.149.145.241","TLSv1.2","97","Application Data"
"2550","33.200193","172.27.131.52","180.149.145.241","TCP","54","64179  >  443 [ACK] Seq=130159 Ack=59415 Win=257 Len=0"
"2553","33.241073","172.27.131.52","180.149.145.241","TCP","1506","64179  >  443 [ACK] Seq=130159 Ack=59415 Win=257 Len=1452 [TCP segment of a reassembled PDU]"
"2554","33.241074","172.27.131.52","180.149.145.241","TLSv1.2","100","Application Data"
"2555","33.241511","172.27.131.52","180.149.145.241","TCP","1506","64181  >  443 [ACK] Seq=95200 Ack=42395 Win=256 Len=1452 [TCP segment of a reassembled PDU]"
"2556","33.241511","172.27.131.52","180.149.145.241","TLSv1.2","97","Application Data"
"2560","33.284850","172.27.131.52","180.149.145.241","TLSv1.2","1451","Application Data"
"2565","33.425289","172.27.131.52","180.149.145.241","TCP","54","64180  >  443 [ACK] Seq=104755 Ack=47703 Win=260 Len=0"
"2566","33.429639","172.27.131.52","180.149.145.241","TCP","54","64182  >  443 [ACK] Seq=79375 Ack=36012 Win=255 Len=0"
"2567","33.431632","172.27.131.52","180.149.145.241","TCP","54","64177  >  443 [ACK] Seq=182787 Ack=81817 Win=255 Len=0"
"2570","33.464144","172.27.131.52","180.149.145.241","TCP","1506","64177  >  443 [ACK] Seq=182787 Ack=81817 Win=255 Len=1452 [TCP segment of a reassembled PDU]"
"2571","33.464145","172.27.131.52","180.149.145.241","TLSv1.2","96","Application Data"
"2572","33.488406","172.27.131.52","180.149.145.241","TCP","54","64181  >  443 [ACK] Seq=96695 Ack=43075 Win=260 Len=0"
"2576","33.522923","172.27.131.52","180.149.145.241","TLSv1.2","1464","Application Data"
"2578","33.597965","172.27.131.52","180.149.145.241","TLSv1.2","1447","Application Data"
"2580","33.644565","172.27.131.52","180.149.145.241","TLSv1.2","1444","Application Data"
"2581","33.645012","172.27.131.52","180.149.145.241","TLSv1.2","1445","Application Data"
"2585","33.695694","172.27.131.52","180.149.145.241","TCP","54","64179  >  443 [ACK] Seq=133067 Ack=60698 Win=260 Len=0"
"2587","33.775784","172.27.131.52","180.149.145.241","TCP","54","64181  >  443 [ACK] Seq=98085 Ack=43670 Win=258 Len=0"
"2590","33.803620","172.27.131.52","180.149.145.241","TCP","1506","64177  >  443 [ACK] Seq=184281 Ack=82502 Win=260 Len=1452 [TCP segment of a reassembled PDU]"
"2591","33.803622","172.27.131.52","180.149.145.241","TLSv1.2","103","Application Data"
"2592","33.806159","172.27.131.52","180.149.145.241","TCP","1506","64179  >  443 [ACK] Seq=133067 Ack=60698 Win=260 Len=1452 [TCP segment of a reassembled PDU]"
"2593","33.806160","172.27.131.52","180.149.145.241","TLSv1.2","77","Application Data"
"2595","33.824826","172.27.131.52","180.149.145.241","TCP","54","64182  >  443 [ACK] Seq=80766 Ack=36606 Win=260 Len=0"
"2600","33.856348","172.27.131.52","180.149.145.241","TCP","54","64180  >  443 [ACK] Seq=106148 Ack=48298 Win=258 Len=0"
"2603","33.995996","172.27.131.52","180.149.145.241","TCP","54","64177  >  443 [ACK] Seq=185782 Ack=83214 Win=258 Len=0"
"2604","34.002861","172.27.131.52","180.149.145.241","TCP","1506","64177  >  443 [ACK] Seq=185782 Ack=83214 Win=258 Len=1452 [TCP segment of a reassembled PDU]"
"2605","34.002862","172.27.131.52","180.149.145.241","TLSv1.2","90","Application Data"
"2606","34.003300","172.27.131.52","180.149.145.241","TCP","1506","64180  >  443 [ACK] Seq=106148 Ack=48298 Win=258 Len=1452 [TCP segment of a reassembled PDU]"
"2607","34.003303","172.27.131.52","180.149.145.241","TLSv1.2","92","Application Data"
"2608","34.020950","172.27.131.52","180.149.145.241","TLSv1.2","1452","Application Data"
"2616","34.057809","172.27.131.52","180.149.145.241","TCP","1506","64179  >  443 [ACK] Seq=134542 Ack=61351 Win=258 Len=1452 [TCP segment of a reassembled PDU]"
"2617","34.057810","172.27.131.52","180.149.145.241","TLSv1.2","103","Application Data"
"2621","34.144592","172.27.131.52","180.149.145.241","TLSv1.2","1458","Application Data"
"2623","34.191753","172.27.131.52","180.149.145.241","TCP","1506","64182  >  443 [ACK] Seq=80766 Ack=36606 Win=260 Len=1452 [TCP segment of a reassembled PDU]"
"2624","34.191757","172.27.131.52","180.149.145.241","TLSv1.2","91","Application Data"
"2629","34.232239","172.27.131.52","180.149.145.241","TCP","54","64180  >  443 [ACK] Seq=107638 Ack=48964 Win=255 Len=0"
"2634","34.265246","172.27.131.52","180.149.145.241","TCP","54","64181  >  443 [ACK] Seq=100887 Ack=44860 Win=260 Len=0"
"2636","34.331552","172.27.131.52","180.149.145.241","TLSv1.2","1471","Application Data"
"2637","34.332426","172.27.131.52","180.149.145.241","TCP","1506","64180  >  443 [ACK] Seq=107638 Ack=48964 Win=255 Len=1452 [TCP segment of a reassembled PDU]"
"2638","34.332431","172.27.131.52","180.149.145.241","TLSv1.2","91","Application Data"
"2639","34.343393","172.27.131.52","180.149.145.241","TCP","66","64217  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"2646","34.367795","172.27.131.52","180.149.145.241","TCP","54","64217  >  443 [ACK] Seq=1 Ack=1 Win=66560 Len=0"
"2647","34.367913","172.27.131.52","180.149.145.241","TLSv1.2","571","Client Hello"
"2652","34.395282","172.27.131.52","180.149.145.241","TCP","54","64217  >  443 [ACK] Seq=518 Ack=138 Win=66560 Len=0"
"2653","34.395423","172.27.131.52","180.149.145.241","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"2655","34.420431","172.27.131.52","180.149.145.241","TLSv1.2","744","Application Data"
"2656","34.425123","172.27.131.52","180.149.145.241","TLSv1.2","1470","Application Data"
"2661","34.471488","172.27.131.52","180.149.145.241","TCP","54","64179  >  443 [ACK] Seq=137460 Ack=62635 Win=260 Len=0"
"2663","34.514814","172.27.131.52","180.149.145.241","TCP","1506","64179  >  443 [ACK] Seq=137460 Ack=62635 Win=260 Len=1452 [TCP segment of a reassembled PDU]"
"2664","34.514816","172.27.131.52","180.149.145.241","TLSv1.2","116","Application Data"
"2666","34.534457","172.27.131.52","180.149.145.241","TLSv1.2","85","Encrypted Alert"
"2667","34.539154","172.27.131.52","180.149.145.241","TCP","54","64182  >  443 [ACK] Seq=82255 Ack=37275 Win=258 Len=0"
"2673","34.559488","172.27.131.52","180.149.145.241","TCP","54","64217  >  443 [ACK] Seq=1290 Ack=792 Win=65792 Len=0"
"2674","34.559629","172.27.131.52","180.149.145.241","TCP","54","64217  >  443 [FIN, ACK] Seq=1290 Ack=792 Win=65792 Len=0"
"2675","34.566294","172.27.131.52","180.149.145.241","TLSv1.2","1475","Application Data"
"2681","34.651558","172.27.131.52","180.149.145.241","TCP","54","64181  >  443 [ACK] Seq=102303 Ack=45481 Win=258 Len=0"
"2683","34.656523","172.27.131.52","180.149.145.241","TCP","54","64177  >  443 [ACK] Seq=187270 Ack=83902 Win=255 Len=0"
"2684","34.659483","172.27.131.52","180.149.145.241","TCP","54","64180  >  443 [ACK] Seq=109127 Ack=49671 Win=260 Len=0"
"2685","34.693544","172.27.131.52","180.149.145.241","TCP","54","64182  >  443 [ACK] Seq=83676 Ack=37909 Win=255 Len=0"
"2686","34.780070","172.27.131.52","180.149.145.241","TCP","1506","64177  >  443 [ACK] Seq=187270 Ack=83902 Win=255 Len=1452 [TCP segment of a reassembled PDU]"
"2687","34.780072","172.27.131.52","180.149.145.241","TLSv1.2","115","Application Data"
"2688","34.801056","172.27.131.52","180.149.145.241","TCP","1506","64180  >  443 [ACK] Seq=109127 Ack=49671 Win=260 Len=1452 [TCP segment of a reassembled PDU]"
"2689","34.801056","172.27.131.52","180.149.145.241","TLSv1.2","114","Application Data"
"2695","34.860880","172.27.131.52","180.149.145.241","TCP","54","64179  >  443 [ACK] Seq=138974 Ack=63366 Win=258 Len=0"
"2696","34.947145","172.27.131.52","180.149.145.241","TLSv1.2","1478","Application Data"
"2697","34.947556","172.27.131.52","180.149.145.241","TLSv1.2","1477","Application Data"
"2700","35.034498","172.27.131.52","180.149.145.241","TLSv1.2","1477","Application Data"
"2704","35.077176","172.27.131.52","180.149.145.241","TCP","54","64179  >  443 [ACK] Seq=140398 Ack=63984 Win=255 Len=0"
"2705","35.083438","172.27.131.52","180.149.145.241","TCP","54","64181  >  443 [ACK] Seq=103726 Ack=46096 Win=256 Len=0"
"2706","35.184376","172.27.131.52","180.149.145.241","TCP","1506","64179  >  443 [ACK] Seq=140398 Ack=63984 Win=255 Len=1452 [TCP segment of a reassembled PDU]"
"2707","35.184378","172.27.131.52","180.149.145.241","TLSv1.2","119","Application Data"
"2708","35.184685","172.27.131.52","180.149.145.241","TCP","1506","64181  >  443 [ACK] Seq=103726 Ack=46096 Win=256 Len=1452 [TCP segment of a reassembled PDU]"
"2709","35.184686","172.27.131.52","180.149.145.241","TLSv1.2","116","Application Data"
"2715","35.273338","172.27.131.52","180.149.145.241","TCP","54","64182  >  443 [ACK] Seq=85099 Ack=38537 Win=260 Len=0"
"2716","35.274313","172.27.131.52","180.149.145.241","TCP","54","64177  >  443 [ACK] Seq=188783 Ack=84626 Win=260 Len=0"
"2718","35.328545","172.27.131.52","180.149.145.241","TCP","1506","64177  >  443 [ACK] Seq=188783 Ack=84626 Win=260 Len=1452 [TCP segment of a reassembled PDU]"
"2719","35.328549","172.27.131.52","180.149.145.241","TLSv1.2","114","Application Data"
"2726","35.393104","172.27.131.52","180.149.145.241","TLSv1.2","1483","Application Data"
"2727","35.398635","172.27.131.52","180.149.145.241","TCP","54","64180  >  443 [ACK] Seq=110639 Ack=50416 Win=257 Len=0"
"2728","35.407566","172.27.131.52","180.149.145.241","TCP","54","64181  >  443 [ACK] Seq=105240 Ack=46829 Win=260 Len=0"
"2733","35.524330","172.27.131.52","180.149.145.241","TCP","54","64179  >  443 [ACK] Seq=143344 Ack=65353 Win=258 Len=0"
"2734","35.544266","172.27.131.52","180.149.145.241","TCP","54","64177  >  443 [ACK] Seq=190295 Ack=85377 Win=257 Len=0"
"2735","35.588091","172.27.131.52","180.149.145.241","TLSv1.2","1458","Application Data"
"2737","35.644580","172.27.131.52","180.149.145.241","TLSv1.2","1452","Application Data"
"2740","35.724044","172.27.131.52","180.149.145.241","TCP","54","64177  >  443 [ACK] Seq=191699 Ack=85970 Win=255 Len=0"
"2741","35.747340","172.27.131.52","180.149.145.241","TCP","1506","64177  >  443 [ACK] Seq=191699 Ack=85970 Win=255 Len=1452 [TCP segment of a reassembled PDU]"
"2742","35.747340","172.27.131.52","180.149.145.241","TLSv1.2","116","Application Data"
"2746","35.791305","172.27.131.52","180.149.145.241","TCP","54","64179  >  443 [ACK] Seq=144742 Ack=65966 Win=256 Len=0"
"2747","35.896113","172.27.131.52","180.149.145.241","TLSv1.2","1462","Application Data"
"2748","35.896384","172.27.131.52","180.149.145.241","TCP","1506","64180  >  443 [ACK] Seq=110639 Ack=50416 Win=257 Len=1452 [TCP segment of a reassembled PDU]"
"2749","35.896386","172.27.131.52","180.149.145.241","TLSv1.2","97","Application Data"
"2750","35.896617","172.27.131.52","180.149.145.241","TCP","1506","64181  >  443 [ACK] Seq=105240 Ack=46829 Win=260 Len=1452 [TCP segment of a reassembled PDU]"
"2751","35.896617","172.27.131.52","180.149.145.241","TLSv1.2","97","Application Data"
"2752","35.896842","172.27.131.52","180.149.145.241","TLSv1.2","1457","Application Data"
"2759","35.986748","172.27.131.52","180.149.145.241","TCP","54","64177  >  443 [ACK] Seq=193213 Ack=86727 Win=260 Len=0"
"2762","36.039909","172.27.131.52","180.149.145.241","TCP","54","64182  >  443 [ACK] Seq=86502 Ack=39130 Win=258 Len=0"
"2763","36.049842","172.27.131.52","180.149.145.241","TCP","54","64179  >  443 [ACK] Seq=146150 Ack=66560 Win=260 Len=0"
"2764","36.071607","172.27.131.52","180.149.145.241","TLSv1.2","1458","Application Data"
"2767","36.104323","172.27.131.52","180.149.145.241","TCP","1506","64179  >  443 [ACK] Seq=146150 Ack=66560 Win=260 Len=1452 [TCP segment of a reassembled PDU]"
"2768","36.104324","172.27.131.52","180.149.145.241","TLSv1.2","96","Application Data"
"2769","36.109244","172.27.131.52","180.149.145.241","TCP","1506","64180  >  443 [ACK] Seq=112134 Ack=51116 Win=255 Len=1452 [TCP segment of a reassembled PDU]"
"2770","36.109247","172.27.131.52","180.149.145.241","TLSv1.2","95","Application Data"
"2775","36.152364","172.27.131.52","180.149.145.241","TLSv1.2","1453","Application Data"
"2780","36.240913","172.27.131.52","180.149.145.241","TCP","54","64181  >  443 [ACK] Seq=106735 Ack=47509 Win=258 Len=0"
"2781","36.274917","172.27.131.52","180.149.145.241","TCP","54","64177  >  443 [ACK] Seq=196016 Ack=87935 Win=256 Len=0"
"2785","36.355862","172.27.131.52","180.149.145.241","TCP","54","64179  >  443 [ACK] Seq=147644 Ack=67245 Win=258 Len=0"
"2790","36.727065","172.27.131.52","180.149.145.241","TCP","54","64180  >  443 [ACK] Seq=113627 Ack=51799 Win=260 Len=0"
